0 2.5341983751487526e-23 8.862491444402503e-27 0.0 0.0
1 9.447785755843935e-08 1.9127088930351861e-16 0.0 0.0
2 3.307471928319704e-08 1.7336873918150418e-15 3.307471974779938e-08 1.7336740360653632e-15
3 2.1590486592760012e-08 1.965290732840156e-15 2.1590486513606646e-08 1.9652817330683707e-15
4 2.077138668756869e-08 2.217641620740326e-15 2.077138703384353e-08 2.2176387259332545e-15
5 3.732140699410121e-08 3.0783489265870286e-15 3.732140698955442e-08 3.07833734488534e-15
6 5.0332147610521073e-08 4.967285845477043e-15 5.033214897551275e-08 4.967282706868055e-15
7 4.6190349674185075e-08 8.51660535203438e-15 4.619034969057465e-08 8.516637912004207e-15
8 2.9980937371368293e-08 7.392482770414876e-15 2.9980937039196845e-08 7.392438537402991e-15
9 1.7685837024582654e-08 1.7868753084650513e-14 1.768583707014872e-08 1.7868749372243956e-14
10 4.832394336034489e-08 1.0121005808920216e-14 4.832394325988579e-08 1.0121018034375264e-14
11 3.458289552511738e-08 1.3125759185724205e-14 3.458289548269623e-08 1.3125757767646787e-14
12 4.5767653958159364e-08 1.3816925369417238e-14 4.5767654039994665e-08 1.3816877055077552e-14
13 2.6332736805920612e-08 1.3760391907035983e-14 2.6332736873085e-08 1.3760404513566084e-14
14 4.8157999575767916e-08 9.7368324938303e-15 4.81579999934023e-08 9.736814457958695e-15
15 2.7804534371416536e-08 1.1945256291506672e-14 2.7804534316597037e-08 1.1945250289939168e-14
16 4.3743965571140535e-08 1.8896023313964592e-14 4.374396566750231e-08 1.889597893358233e-14
17 3.465224231791825e-08 1.2690940431816736e-14 3.465224230159301e-08 1.2690933581404855e-14
18 3.6110347455875976e-08 2.0648914685028337e-14 3.6110347670654865e-08 2.064895079643349e-14
19 2.5614041433099017e-08 2.5897907513938888e-14 2.5614041412360497e-08 2.5897970217865344e-14
20 3.4800629013679846e-08 1.4154588669922471e-14 3.480062901197717e-08 1.4154585264437894e-14
21 6.17129647183036e-08 2.251722368485574e-14 6.171296468393344e-08 2.2517197410716702e-14
22 3.452636106014787e-08 2.7269343640746728e-14 3.4526361351467587e-08 2.726936481883559e-14
23 2.382761052969076e-08 1.9633670584371753e-14 2.382761056042444e-08 1.9633719008130657e-14
24 3.6789381064293306e-08 2.411136021026412e-14 3.678938130995298e-08 2.411134140710025e-14
25 3.5135838924506325e-08 2.2913665795349498e-14 3.5135838974144143e-08 2.2913713736885802e-14
26 2.9329138308542893e-08 2.014563572634341e-14 2.9329138294746907e-08 2.0145645025059662e-14
27 3.1854187910384876e-08 1.839237199008604e-14 3.185418784548033e-08 1.8392336409954232e-14
28 2.867664347691619e-08 2.4010638842359037e-14 2.8676643595152124e-08 2.4010642705069663e-14
29 3.120540638641058e-08 2.3728084893468387e-14 3.120540637047313e-08 2.3728136976329147e-14
30 3.013911092579447e-08 1.9240024248491328e-14 3.013911132449655e-08 1.924005156856778e-14
31 2.42437274601382e-08 2.371901905648011e-14 2.4243727461205086e-08 2.3719007216506836e-14
32 2.6260075035556225e-08 2.3515096329361226e-14 2.6260075086892874e-08 2.3515069873025307e-14
33 2.2924563980621595e-08 2.347298413899109e-14 2.2924563991070743e-08 2.347294142416173e-14
34 2.984100921802845e-08 2.000082284357358e-14 2.984100967900684e-08 2.0000864008476846e-14
35 2.790905131162443e-08 2.6660802967977748e-14 2.790905126010903e-08 2.6660766699395544e-14
36 3.061086967930494e-08 2.8274360992780767e-14 3.0610870007580905e-08 2.8274386898430323e-14
37 2.3580131209171476e-08 2.542017965697558e-14 2.3580131193759616e-08 2.5420200904873657e-14
38 1.7944749182813972e-08 2.6997311485843146e-14 1.79447492994691e-08 2.6997354928409966e-14
39 2.2251716657142264e-08 1.9940131073278056e-14 2.2251716668125373e-08 1.994010863741603e-14
40 2.5438079007652815e-08 1.6541827062857233e-14 2.5438078920545263e-08 1.654180935315435e-14
41 1.9579635653349633e-08 2.2584406696905013e-14 1.957963563654922e-08 2.2584421127248104e-14
42 1.7308864682394425e-08 2.847766707236031e-14 1.7308864814100408e-08 2.847766030515534e-14
43 2.0380722995867677e-08 2.3001954680505475e-14 2.0380723010947133e-08 2.300195527690143e-14
44 2.0414832310427345e-08 2.3248214315371534e-14 2.0414832273588493e-08 2.3248248401421037e-14
45 1.5023252390239665e-08 1.8864508172129848e-14 1.5023252383828817e-08 1.8864484950882606e-14
46 1.6744982253818587e-08 1.9507597474577216e-14 1.6744982451497955e-08 1.950760411847175e-14
47 2.0052601036102436e-08 2.1772302241608598e-14 2.0052601010818218e-08 2.177231316825865e-14
48 1.4060547389166087e-08 2.2303255963862624e-14 1.406054726358736e-08 2.2303272017871658e-14
49 2.03128433223763e-08 2.5167789695452945e-14 2.0312843340651506e-08 2.516777214246936e-14
50 1.842706821322953e-08 2.1117996453172157e-14 1.842706829952162e-08 2.1118010804049325e-14
51 1.9851627290023186e-08 1.9933073438856283e-14 1.9851627269011498e-08 1.9933039265660884e-14
52 1.8389224705256786e-08 2.0582817074080918e-14 1.8389225046816248e-08 2.0582799956480973e-14
53 1.580670694015206e-08 1.820178120878392e-14 1.5806706960783708e-08 1.8201766513133863e-14
54 1.7762565337104947e-08 2.274652308503224e-14 1.7762565447122156e-08 2.274650429201733e-14
55 1.6231991251042212e-08 1.9169175253674634e-14 1.623199127047948e-08 1.9169162901470264e-14
56 1.452101070111941e-08 1.9509448676281453e-14 1.452101073827829e-08 1.9509468874720117e-14
57 1.2426909372885241e-08 2.3061011842632397e-14 1.2426909367307553e-08 2.306103935481667e-14
58 1.3848749166304371e-08 1.7375679034670127e-14 1.3848749066800845e-08 1.7375702910779808e-14
59 1.7810472814658157e-08 2.407525839001748e-14 1.781047285719042e-08 2.4075190680164517e-14
60 1.3503885985244103e-08 2.322638061932949e-14 1.3503886118856257e-08 2.3226368495325e-14
61 1.5895939014051174e-08 2.1480077894775253e-14 1.589593902859955e-08 2.148007113183199e-14
62 1.4362068937136161e-08 1.9322623386189574e-14 1.4362068903374806e-08 1.9322642019139448e-14
63 9.287892670677101e-09 2.381131793069698e-14 9.287892652739677e-09 2.3811335790879172e-14
64 1.248462089979097e-08 1.9513143151072397e-14 1.2484621046189955e-08 1.9513150029781078e-14
65 1.3803890249450062e-08 2.096595245343017e-14 1.3803890248758938e-08 2.096591828496586e-14
66 1.120836011548723e-08 2.0255197376629892e-14 1.1208360022465796e-08 2.0255176859224046e-14
67 1.4536428278007065e-08 2.019338254931317e-14 1.4536428271144085e-08 2.0193380356587082e-14
68 1.0635926548931601e-08 2.6091215378763332e-14 1.0635926560261853e-08 2.609119496566994e-14
69 1.3369154093791105e-08 2.4947361940569014e-14 1.3369154075179251e-08 2.494738113865363e-14
70 1.3750613311835738e-08 1.961347076497517e-14 1.3750613466840271e-08 1.9613471096300553e-14
71 1.0727380138396139e-08 2.3505432259043883e-14 1.0727380113011881e-08 2.3505434698298803e-14
72 1.138858348130686e-08 2.1801358612656763e-14 1.1388583591818224e-08 2.1801353642679352e-14
73 9.246179450449962e-09 1.908090212977095e-14 9.246179442530414e-09 1.9080884122580734e-14
74 1.0822208915875023e-08 2.4145915137568646e-14 1.0822208912117147e-08 2.4145905470358667e-14
75 1.0368752929175458e-08 2.3869681174967074e-14 1.0368752938289682e-08 2.3869702651428853e-14
76 1.0488768030770043e-08 2.4605055673041138e-14 1.0488768142568694e-08 2.460506835746835e-14
77 8.534655031836075e-09 2.038644476758955e-14 8.5346550303266e-09 2.038647772855364e-14
78 1.4775906607295463e-08 2.3490766500248646e-14 1.477590660344115e-08 2.349078982210193e-14
79 1.1266255673210878e-08 2.1900540656804133e-14 1.1266255688297883e-08 2.1900571977244876e-14
80 1.115963092482842e-08 2.382818873815226e-14 1.1159631141680796e-08 2.382820734634347e-14
81 1.0437692507697862e-08 2.0620450298216867e-14 1.0437692503464782e-08 2.0620477985357404e-14
82 9.487805519253422e-09 1.9879661646853706e-14 9.487805516114596e-09 1.987967541791144e-14
83 9.849050218449354e-09 2.202726679701562e-14 9.849050217299016e-09 2.2027269997870828e-14
84 1.0474380565064656e-08 2.0350487538170266e-14 1.0474380521721977e-08 2.0350466308884203e-14
85 1.076086232827481e-08 2.0787846542056717e-14 1.0760862374474601e-08 2.0787895716886962e-14
86 9.742823391381094e-09 2.1581372555081086e-14 9.74282353024546e-09 2.1581407147908836e-14
87 8.569318032095454e-09 1.8891415876925174e-14 8.569318042772258e-09 1.8891408294374776e-14
88 8.819558904442854e-09 2.2058732646918686e-14 8.819558950322205e-09 2.2058749816541634e-14
89 1.0128814204038272e-08 1.9747953998382785e-14 1.012881419861638e-08 1.9747948633938703e-14
90 9.574914359776439e-09 2.2752335641663682e-14 9.574914375039066e-09 2.2752318274046347e-14
91 8.014571717997614e-09 2.0090785977663366e-14 8.014571709291235e-09 2.0090781536264284e-14
92 9.592508481893025e-09 2.040812597944315e-14 9.592508519831759e-09 2.0408114164896993e-14
93 7.769271761106721e-09 1.974297324119426e-14 7.769271763221504e-09 1.9742988482179466e-14
94 9.454581034673624e-09 2.1008948115864924e-14 9.454581094356246e-09 2.1008985253538775e-14
95 8.454505742445585e-09 1.8527056743968157e-14 8.454505753612073e-09 1.852704899480652e-14
96 8.274794777339096e-09 1.9871820382750602e-14 8.274794971118936e-09 1.9871821743339553e-14
97 7.430734463185872e-09 2.1745691104314462e-14 7.430734437914074e-09 2.1745705061448468e-14
98 7.415290607675664e-09 2.0780178140736285e-14 7.415290609124067e-09 2.078016447602006e-14
99 7.947773425622702e-09 1.8193015357310564e-14 7.947773418705915e-09 1.8193043211308612e-14
100 6.8926112823405354e-09 1.8444966910998447e-14 6.892611318659976e-09 1.8444961333416443e-14
101 8.19368580198381e-09 2.2855427210267627e-14 8.193685801907953e-09 2.2855421272013705e-14
102 9.089657519731165e-09 1.9583016728972185e-14 9.089657467894621e-09 1.958300950428941e-14
103 6.8136099628115284e-09 2.2952406430331808e-14 6.81360998596568e-09 2.2952414112760923e-14
