# PT power spectra for matter and bias tracers P, P_CTR (for c_s^2 = 1 (Mpc/h)^2 ), Id2d2, Id2, IG2, Id2G2, IG2G2, IFG2, P_Tree at redshift z=0
# for k=1.05392e-05 to 105.5 h/Mpc,
# number of wavenumbers equal to 132
#    1:k (h/Mpc)              2:P_1loop (Mpc/h)^3      3:P_CTR (Mpc/h)^3        4:Id2d2 (Mpc/h)^3        5:Id2 (Mpc/h)^3          6:IG2 (Mpc/h)^3          7:Id2G2 (Mpc/h)^3        8:IG2G2 (Mpc/h)^3        9:IFG2 (Mpc/h)^3        10:P_Tree (Mpc/h)^3   
       3.277339751681e-01       8.156889804358e+02      -8.675523333402e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       8.077330324872e+02 
       3.388889610125e-01       8.186944381032e+02      -8.674258922192e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       7.553032641359e+02 
       3.504818902473e-01       8.360487343345e+02      -8.618996124295e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       7.017466729075e+02 
       3.625447728490e-01       8.455843396063e+02      -8.578067064818e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       6.525694287927e+02 
       3.751146847558e-01       8.354316936244e+02      -8.589711713976e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       6.104214013254e+02 
       3.882348848407e-01       8.189102413866e+02      -8.615710449931e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       5.716051091863e+02 
       4.019562528021e-01       8.085736218448e+02      -8.617169393412e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       5.333492275240e+02 
       4.163391668784e-01       8.099119982064e+02      -8.574998366244e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       4.947472492232e+02 
       4.314559942899e-01       8.074235428765e+02      -8.535887039295e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       4.584994612866e+02 
       4.473944509880e-01       7.936153783233e+02      -8.523270907005e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       4.258115092451e+02 
       4.642622201314e-01       7.791497802131e+02      -8.505946443010e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       3.946419903342e+02 
       4.821934354078e-01       7.684917085934e+02      -8.469254987485e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       3.642586117162e+02 
       5.013579996608e-01       7.588853556371e+02      -8.420085647548e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       3.349853251545e+02 
       5.219753429807e-01       7.421331030211e+02      -8.383066945161e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       3.076633606524e+02 
       5.443353695948e-01       7.247135464863e+02      -8.338101708381e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       2.814217370667e+02 
       5.688315040792e-01       7.090440863911e+02      -8.276223321847e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       2.557729540984e+02 
       5.960150320369e-01       6.879868525829e+02      -8.216413682425e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       2.312948121746e+02 
       6.266889140924e-01       6.666434203702e+02      -8.141049557746e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       2.072916376340e+02 
       6.620793148496e-01       6.415303646675e+02      -8.055551628891e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       1.837680089885e+02 
       7.041710860999e-01       6.130895396326e+02      -7.951883944772e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       1.603669814145e+02 
       7.564162908969e-01       5.790258687423e+02      -7.824600724169e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       1.367542951885e+02 
       8.253512520039e-01       5.373604032942e+02      -7.658664472254e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       1.124278152323e+02 
       9.244174391603e-01       4.835531097454e+02      -7.427826968039e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       8.692086742071e+01 
       1.081054574453e+00       4.116366109274e+02      -7.087068102932e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       6.064145763726e+01 
       1.330420137806e+00       3.235649008061e+02      -6.606674097004e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       3.732545944245e+01 
       1.672107132583e+00       2.375261650050e+02      -6.057274551041e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       2.166451099132e+01 
       2.105005058756e+00       1.588586956257e+02      -5.499818899606e+01       3.007630000000e+06      -3.007629699237e+00      -3.007630000000e-07       3.007630000000e+06      -3.007630000000e+06      -3.007630000000e-07       1.241199804596e+01 
